2733454,2·28민주운동기념회관,인문(문화/예술/역사),문화시설,3.6,10,11,12.7,7.6,5.8,6.6,6.2,7.6,7.8,6.7,6.1,3.9,4.4,0,1,9
651687,국채보상운동기념공원,인문(문화/예술/역사),휴양관광지,2.3,3.3,18.9,21.9,9.8,7.4,5.5,5,5.6,5.8,4.2,4.4,2.7,3.1,0,2,9
2766903,남문시장,쇼핑,쇼핑,2,4.4,10.1,14,8.4,9,6.1,6.8,7.6,8.4,6.3,7,4.4,5.5,0,3,9
2042995,대구근대골목(근대로의여행),인문(문화/예술/역사),체험관광지,2.2,3.5,14.8,18.4,9.2,8,5.5,6.9,6.5,8.6,4.5,5.7,3.1,3.2,0,4,9
132532,대구서문시장&서문시장야시장,쇼핑,쇼핑,2.3,2.9,4.8,6.2,5.8,6.5,6.1,9.2,7.4,15.3,7.1,14,4.5,7.8,0,5,9
2611140,동산청라언덕,인문(문화/예술/역사),체험관광지,3.7,7.1,11.8,11.6,10.6,7.5,7.8,5.3,9,7.8,6.6,6.1,3.1,1.9,0,6,9
2650890,방천시장,쇼핑,쇼핑,2.8,3,8.3,13.2,8.6,8.1,6.3,7.3,7.6,11.1,6.6,7.8,3.7,5.6,0,7,9
2679564,번개시장,쇼핑,쇼핑,2.2,2,8.4,8,8.1,7.4,8.5,8.1,9.9,11.7,8.6,7.9,4.3,4.7,0,8,9
2605808,수창청춘맨숀,인문(문화/예술/역사),문화시설,2.5,2.2,7,6.8,9.5,8.1,9.4,6.4,12.3,8,10.6,7.2,5.5,4.5,0,9,9
